title,artist,artist_url,album,album_url,timestamp
Track X,"Black Country, New Road",https://blackcountrynewroad.bandcamp.com/,"Black Country, New Road",https://blackcountrynewroad.bandcamp.com/,Thu Feb 18 13:29:37 2021
